-1.400000019e-05 0
-1.393000002e-05 0
-1.385999985e-05 0
-1.378999968e-05 0
-1.372000042e-05 0
-1.365000026e-05 0
-1.358000009e-05 0
-1.350999992e-05 0
-1.343999975e-05 0
-1.336999958e-05 0
-1.330000032e-05 0
-1.323000015e-05 0
-1.315999998e-05 0
-1.308999981e-05 0
-1.301999964e-05 0
-1.295000038e-05 0
-1.288000021e-05 0
-1.281000004e-05 0
-1.273999987e-05 0
-1.266999971e-05 0
-1.260000045e-05 0
-1.253000028e-05 0
-1.246000011e-05 0
-1.238999994e-05 0
-1.231999977e-05 0
-1.22499996e-05 0
-1.218000034e-05 0
-1.211000017e-05 0
-1.204e-05 0
-1.196999983e-05 0
-1.189999966e-05 0
-1.18300004e-05 0
-1.176000023e-05 0
-1.169000006e-05 0
-1.16199999e-05 0
-1.154999973e-05 0
-1.147999956e-05 0
-1.14100003e-05 0
-1.134000013e-05 0
-1.126999996e-05 0
-1.119999979e-05 0
-1.112999962e-05 0
-1.106000036e-05 0
-1.099000019e-05 0
-1.092000002e-05 0
-1.084999985e-05 0
-1.077999968e-05 0
-1.071000042e-05 0
-1.064000026e-05 0
-1.057000009e-05 0
-1.049999992e-05 0
-1.042999975e-05 0
-1.035999958e-05 0
-1.029000032e-05 0
-1.022000015e-05 0
-1.014999998e-05 0
-1.007999981e-05 0
-1.000999964e-05 0
-9.940000382e-06 0
-9.870000213e-06 0
-9.800000043e-06 0
-9.729999874e-06 0
-9.659999705e-06 0
-9.590000445e-06 0
-9.520000276e-06 0
-9.450000107e-06 0
-9.379999938e-06 0
-9.309999768e-06 0
-9.239999599e-06 0
-9.17000034e-06 0
-9.10000017e-06 0
-9.030000001e-06 0
-8.959999832e-06 0
-8.889999663e-06 0
-8.820000403e-06 0
-8.750000234e-06 0
-8.680000064e-06 0
-8.609999895e-06 0
-8.539999726e-06 0
-8.469999557e-06 0
-8.400000297e-06 0
-8.330000128e-06 0
-8.259999959e-06 0
-8.189999789e-06 0
-8.11999962e-06 0
-8.050000361e-06 0
-7.980000191e-06 0
-7.910000022e-06 0
-7.839999853e-06 0
-7.769999684e-06 0
-7.700000424e-06 0
-7.630000255e-06 0
-7.560000086e-06 0
-7.489999916e-06 0
-7.420000202e-06 0
-7.350000033e-06 0
-7.279999863e-06 0
-7.210000149e-06 0
-7.13999998e-06 0
-7.06999981e-06 0
-7.000000096e-06 0
-6.929999927e-06 0
-6.860000212e-06 0
-6.790000043e-06 0
-6.719999874e-06 0
-6.650000159e-06 0
-6.57999999e-06 0
-6.509999821e-06 0
-6.440000107e-06 0
-6.369999937e-06 0
-6.300000223e-06 0
-6.230000054e-06 0
-6.159999884e-06 0
-6.09000017e-06 0
-6.020000001e-06 0
-5.949999832e-06 0
-5.880000117e-06 0
-5.809999948e-06 0
-5.739999779e-06 0
-5.670000064e-06 0
-5.599999895e-06 0
-5.53000018e-06 0
-5.460000011e-06 0
-5.389999842e-06 0
-5.320000128e-06 0
-5.249999958e-06 0
-5.179999789e-06 0
-5.110000075e-06 0
-5.039999905e-06 0
-4.970000191e-06 0
-4.900000022e-06 0
-4.829999853e-06 0
-4.760000138e-06 0
-4.689999969e-06 0
-4.6199998e-06 0
-4.550000085e-06 0
-4.479999916e-06 0
-4.410000201e-06 0
-4.340000032e-06 0
-4.269999863e-06 0
-4.200000149e-06 0
-4.129999979e-06 0
-4.05999981e-06 0
-3.990000096e-06 0
-3.919999926e-06 0
-3.850000212e-06 0
-3.780000043e-06 0
-3.710000101e-06 0
-3.639999932e-06 0
-3.56999999e-06 0
-3.500000048e-06 0
-3.430000106e-06 0
-3.359999937e-06 0
-3.289999995e-06 0
-3.220000053e-06 0
-3.150000111e-06 0
-3.079999942e-06 0
-3.01e-06 0
-2.940000059e-06 0
-2.869999889e-06 0
-2.799999947e-06 0
-2.730000006e-06 0
-2.660000064e-06 0
-2.589999895e-06 0
-2.519999953e-06 0
-2.450000011e-06 0
-2.380000069e-06 0
-2.3099999e-06 0
-2.239999958e-06 0
-2.170000016e-06 0
-2.100000074e-06 0
-2.029999905e-06 0
-1.959999963e-06 0
-1.890000021e-06 0
-1.819999966e-06 0
-1.750000024e-06 0
-1.679999968e-06 0
-1.610000027e-06 0
-1.539999971e-06 0
-1.470000029e-06 0
-1.399999974e-06 0
-1.330000032e-06 0
-1.259999976e-06 0
-1.190000035e-06 0
-1.119999979e-06 0
-1.050000037e-06 0
-9.799999816e-07 0
-9.099999829e-07 0
-8.399999842e-07 0
-7.699999856e-07 0
-6.999999869e-07 0
-6.299999882e-07 0
-5.599999895e-07 0
-4.899999908e-07 0
-4.199999921e-07 0
-3.499999934e-07 0
-2.799999947e-07 0
-2.099999961e-07 0
-1.399999974e-07 0
-6.999999869e-08 0
9.094946962e-21 1
6.999999869e-08 1
1.399999974e-07 1
2.099999961e-07 1
2.799999947e-07 1
3.499999934e-07 1
4.199999921e-07 1
4.899999908e-07 1
5.599999895e-07 1
6.299999882e-07 1
6.999999869e-07 1
7.699999856e-07 1
8.399999842e-07 1
9.099999829e-07 1
9.799999816e-07 1
1.050000037e-06 1
1.119999979e-06 1
1.190000035e-06 1
1.259999976e-06 1
1.330000032e-06 1
1.399999974e-06 1
1.470000029e-06 1
1.539999971e-06 1
1.610000027e-06 1
1.679999968e-06 1
1.750000024e-06 1
1.819999966e-06 1
1.890000021e-06 1
1.959999963e-06 1
2.029999905e-06 1
2.100000074e-06 1
2.170000016e-06 1
2.239999958e-06 1
2.3099999e-06 1
2.380000069e-06 1
2.450000011e-06 1
2.519999953e-06 1
2.589999895e-06 1
2.660000064e-06 1
2.730000006e-06 1
2.799999947e-06 1
2.869999889e-06 1
2.940000059e-06 1
3.01e-06 1
3.079999942e-06 1
3.150000111e-06 1
3.220000053e-06 1
3.289999995e-06 1
3.359999937e-06 1
3.430000106e-06 1
3.500000048e-06 1
3.56999999e-06 1
3.639999932e-06 1
3.710000101e-06 1
3.780000043e-06 1
3.850000212e-06 1
3.919999926e-06 1
3.990000096e-06 1
4.05999981e-06 1
4.129999979e-06 1
4.200000149e-06 1
4.269999863e-06 1
4.340000032e-06 1
4.410000201e-06 1
4.479999916e-06 1
4.550000085e-06 1
4.6199998e-06 1
4.689999969e-06 1
4.760000138e-06 1
4.829999853e-06 1
4.900000022e-06 1
4.970000191e-06 1
5.039999905e-06 1
5.110000075e-06 1
5.179999789e-06 1
5.249999958e-06 1
5.320000128e-06 1
5.389999842e-06 1
5.460000011e-06 1
5.53000018e-06 1
5.599999895e-06 1
5.670000064e-06 1
5.739999779e-06 1
5.809999948e-06 1
5.880000117e-06 1
5.949999832e-06 1
6.020000001e-06 1
6.09000017e-06 1
6.159999884e-06 1
6.230000054e-06 1
6.300000223e-06 1
6.369999937e-06 1
6.440000107e-06 1
6.509999821e-06 1
6.57999999e-06 1
6.650000159e-06 1
6.719999874e-06 1
6.790000043e-06 1
6.860000212e-06 1
6.929999927e-06 1
7.000000096e-06 1
7.06999981e-06 1
7.13999998e-06 1
7.210000149e-06 1
7.279999863e-06 1
7.350000033e-06 1
7.420000202e-06 1
7.489999916e-06 1
7.560000086e-06 1
7.630000255e-06 1
7.700000424e-06 1
7.769999684e-06 1
7.839999853e-06 1
7.910000022e-06 1
7.980000191e-06 1
8.050000361e-06 1
8.11999962e-06 1
8.189999789e-06 1
8.259999959e-06 1
8.330000128e-06 1
8.400000297e-06 1
8.469999557e-06 1
8.539999726e-06 1
8.609999895e-06 1
8.680000064e-06 1
8.750000234e-06 1
8.820000403e-06 1
8.889999663e-06 1
8.959999832e-06 1
9.030000001e-06 1
9.10000017e-06 1
9.17000034e-06 1
9.239999599e-06 1
9.309999768e-06 1
9.379999938e-06 1
9.450000107e-06 1
9.520000276e-06 1
9.590000445e-06 1
9.659999705e-06 1
9.729999874e-06 1
9.800000043e-06 1
9.870000213e-06 1
9.940000382e-06 1
1.000999964e-05 1
1.007999981e-05 1
1.014999998e-05 1
1.022000015e-05 1
1.029000032e-05 1
1.035999958e-05 1
1.042999975e-05 1
1.049999992e-05 1
1.057000009e-05 1
1.064000026e-05 1
1.071000042e-05 1
1.077999968e-05 1
1.084999985e-05 1
1.092000002e-05 1
1.099000019e-05 1
1.106000036e-05 1
1.112999962e-05 1
1.119999979e-05 1
1.126999996e-05 1
1.134000013e-05 1
1.14100003e-05 1
1.147999956e-05 1
1.154999973e-05 1
1.16199999e-05 1
1.169000006e-05 1
1.176000023e-05 1
1.18300004e-05 1
1.189999966e-05 1
1.196999983e-05 1
1.204e-05 1
1.211000017e-05 1
1.218000034e-05 1
1.22499996e-05 1
1.231999977e-05 1
1.238999994e-05 1
1.246000011e-05 1
1.253000028e-05 1
1.260000045e-05 1
1.266999971e-05 1
1.273999987e-05 1
1.281000004e-05 1
1.288000021e-05 1
1.295000038e-05 1
1.301999964e-05 1
1.308999981e-05 1
1.315999998e-05 1
1.323000015e-05 1
1.330000032e-05 1
1.336999958e-05 1
1.343999975e-05 1
1.350999992e-05 1
1.358000009e-05 1
1.365000026e-05 1
1.372000042e-05 1
1.378999968e-05 1
1.385999985e-05 1
1.393000002e-05 1
1.400000019e-05 1
